filename,study_type,has_hypnogram,EOG horizontal_mean,EOG horizontal_std,EOG horizontal_rms,EMG submental_mean,EMG submental_std,EMG submental_rms
ST7151J0-PSG.edf,ST,True,0.00015529204784465634,0.0002640533781826717,0.00028835203727530797,0.00012056708738163697,0.00025135277283247205,0.0002767446833299831
ST7221J0-PSG.edf,ST,True,5.041593701498527e-05,9.801555710469292e-05,9.810418739980837e-05,8.612029608005936e-06,5.713885578848039e-05,5.729180433498192e-05
ST7091J0-PSG.edf,ST,True,3.3985545436783495e-05,6.059703937623776e-05,6.0597435705055256e-05,8.819014523369947e-06,2.3953101328547938e-05,2.395474100902535e-05
ST7022J0-PSG.edf,ST,True,0.00012572270889287288,0.0002563161194933664,0.000265409135522796,8.900476138996248e-05,0.00023707953261814003,0.0002469025355758289
ST7242J0-PSG.edf,ST,True,6.119216153919351e-05,0.00021315522214581458,0.00021348112715998852,1.6817670358732217e-05,0.0001834516860316107,0.00018382775302915028
ST7132J0-PSG.edf,ST,True,5.256495720242284e-05,0.00011777919058016131,0.00011777945757132438,5.210877888889059e-06,9.447682666621176e-06,9.449609617283461e-06
ST7181J0-PSG.edf,ST,True,9.54712304062817e-05,0.0002857132048477705,0.0002956348164260239,7.978972860310458e-05,0.0002833725181287233,0.0002933724872855642
ST7041J0-PSG.edf,ST,True,6.64998720064013e-05,0.00011333827229120688,0.00011334662225424905,3.746889273666299e-05,9.657142347499851e-05,9.658315931517513e-05
ST7162J0-PSG.edf,ST,True,4.4061594733848124e-05,8.866588187661037e-05,8.866722683153997e-05,8.284543272706522e-06,2.1795768858315963e-05,2.1801492030882885e-05
ST7212J0-PSG.edf,ST,True,0.00016653268585789337,0.00034111820029251105,0.0003467573870320216,7.156931428317943e-05,0.00030182647172941117,0.0003081956573359539
ST7011J0-PSG.edf,ST,True,0.0002476017600621068,0.0006686683535492051,0.0006995864712743382,0.00021333385224884085,0.0006651874449349505,0.0006962513797955506
ST7101J0-PSG.edf,ST,True,7.755628270098832e-05,0.00011729522163671687,0.00011758802980147047,1.2291539033179674e-05,3.9963135506004045e-05,4.082697156261376e-05
ST7072J0-PSG.edf,ST,True,6.243033798691456e-05,0.0001413569619241981,0.00014153529860267753,1.7544980076562235e-05,9.314442429560763e-05,9.34219710327753e-05
ST7201J0-PSG.edf,ST,True,4.9018961628007594e-05,8.503222737497091e-05,8.503262845238282e-05,7.756583144012189e-06,2.024757743815371e-05,2.0250651341220286e-05
ST7171J0-PSG.edf,ST,True,5.017426792743917e-05,0.00019812940984094204,0.00019853902306154068,1.7473009536940208e-05,0.00018803888132822223,0.0001884716471365603
ST7061J0-PSG.edf,ST,True,5.835613932989655e-05,0.0001983272559932138,0.00019849753318508653,3.183807889555642e-05,0.0001924811306674556,0.00019265532143820862
ST7112J0-PSG.edf,ST,True,0.00012841460104184835,0.0003502242194670767,0.0003558476268919608,6.839929160666021e-05,0.0003305078566763362,0.0003364556427026762
ST7082J0-PSG.edf,ST,True,6.0903678654869914e-05,0.00011293615775517286,0.00011293673103340729,1.6546712106295203e-05,3.199014673953066e-05,3.199025164886705e-05
ST7142J0-PSG.edf,ST,True,4.4527947187854824e-05,0.00013177169807427618,0.00013193820531364774,1.6269002012951827e-05,5.855832706891762e-05,5.8928587124964486e-05
ST7052J0-PSG.edf,ST,True,0.0002376079298041329,0.0005177077992885293,0.0005307479366796166,0.0001251999584124975,0.00047893103825272893,0.0004930011053189402
ST7121J0-PSG.edf,ST,True,6.0895598861859596e-05,9.708510780120234e-05,9.708545255300151e-05,8.3112453575235e-06,2.1077889705601932e-05,2.1078893826190112e-05
ST7192J0-PSG.edf,ST,True,0.0005024735093665003,0.0010487422188890272,0.001136510581227319,0.00044099043841687056,0.0010424648483901074,0.0011307256316493506
