filename,study_type,has_hypnogram,EOG horizontal_mean,EOG horizontal_std,EOG horizontal_rms,EMG submental_mean,EMG submental_std,EMG submental_rms
SC4641E0-PSG.edf,SC,True,3.458352209495869e-05,5.684373071828911e-05,5.699655871899123e-05,2.6992236383838058e-06,8.121932988850078e-07,2.8184296962667655e-06
SC4531E0-PSG.edf,SC,True,4.2447552345852096e-05,6.77726183504509e-05,6.777500691211409e-05,2.1625771980718194e-06,9.412469262914131e-07,2.3585186499650447e-06
SC4362F0-PSG.edf,SC,True,1.871809338614999e-05,3.4225291402424995e-05,3.468759677057614e-05,3.2920709491978887e-06,1.7174501652494269e-06,3.7119179410099155e-06
SC4061E0-PSG.edf,SC,True,9.487293992174406e-05,0.00014301744683562962,0.00014303416813922767,2.001174051147328e-06,1.28993340349393e-06,2.247868534460239e-06
SC4311E0-PSG.edf,SC,True,4.0383304483681164e-05,6.339076225790392e-05,6.341430721120648e-05,2.1946841740142703e-06,9.716116096086643e-07,2.3963945026218e-06
SC4232E0-PSG.edf,SC,True,6.901736232193739e-05,0.00010458268928465704,0.000104583138859053,2.7332179496687157e-06,5.521983976119271e-07,2.7819825783747175e-06
SC4142E0-PSG.edf,SC,True,6.247609847044732e-05,9.609149939524343e-05,9.611293957484187e-05,2.6382297178423557e-06,1.0152969074779366e-06,2.7957924679617664e-06
SC4461F0-PSG.edf,SC,True,4.0060073493555e-05,7.009390684235599e-05,7.0099305560881e-05,2.6992136236085304e-06,1.258781011786986e-06,2.97819867964562e-06
SC4412E0-PSG.edf,SC,True,5.0356879119426646e-05,7.879030184844829e-05,7.897502114475162e-05,3.164444740817574e-06,8.81767356028255e-07,3.28366632977337e-06
SC4762E0-PSG.edf,SC,True,3.620766544053814e-05,5.6883883097936104e-05,5.6938918115422544e-05,2.2693275715683902e-06,1.0250809357555694e-06,2.3995334387415376e-06
SC4082E0-PSG.edf,SC,True,5.3615695497623686e-05,8.225265841087497e-05,8.225514273831821e-05,1.93875550762446e-06,1.930590000359923e-06,2.382430412375096e-06
SC4611E0-PSG.edf,SC,True,3.026623518787295e-05,4.808201494348122e-05,4.815392278615525e-05,9.800427381674177e-07,1.42457204356371e-07,9.842892339231681e-07
SC4381F0-PSG.edf,SC,True,2.4562175742183782e-05,4.0811481677854076e-05,4.1111475281189425e-05,2.061493520899167e-06,1.223047788910171e-06,2.396770944281666e-06
SC4031E0-PSG.edf,SC,True,6.194536843486702e-05,9.45408183051476e-05,9.46093529006216e-05,2.9409611015407764e-06,1.061192000670757e-06,3.1265518973873013e-06
SC4332F0-PSG.edf,SC,True,3.99157810370842e-05,6.895315679590535e-05,6.898960160039972e-05,1.4021880640333443e-06,1.3955830475120113e-06,1.8089599218757996e-06
SC4121E0-PSG.edf,SC,True,3.9741893747825095e-05,6.878039310854385e-05,6.878543055057616e-05,3.1548130083627288e-06,1.4003562294983873e-06,3.450778188406936e-06
SC4251E0-PSG.edf,SC,True,5.0941775633770426e-05,7.890380924618861e-05,7.897397859168928e-05,3.1201345789031775e-06,1.1329879336320498e-06,3.319318032037325e-06
SC4772G0-PSG.edf,SC,True,3.0503992962196942e-05,5.168359098585639e-05,5.16841362027037e-05,2.8530179506719344e-06,1.2924503608533114e-06,3.117680872791889e-06
SC4291G0-PSG.edf,SC,True,5.298531890948111e-05,8.569277565854682e-05,8.570460418134103e-05,2.4650795815392515e-06,9.219110985357436e-07,2.6318212640896974e-06
SC4701E0-PSG.edf,SC,True,1.655040231042588e-05,2.611416882988964e-05,2.6115412553854167e-05,9.74944058809908e-07,8.89258256621028e-07,1.2362059669534169e-06
SC4192E0-PSG.edf,SC,True,1.5519670467208386e-05,2.523083405269681e-05,2.5249843409644352e-05,3.2341067874519232e-06,6.457186113800104e-07,3.2944998178964214e-06
SC4502E0-PSG.edf,SC,True,4.0645862723728985e-05,6.873071454818507e-05,6.886566735550542e-05,2.823572650012427e-06,1.1203775673301099e-06,3.034054406896199e-06
SC4571F0-PSG.edf,SC,True,3.6080394999692955e-05,5.9029377197372044e-05,5.904592710026552e-05,3.1300130455818687e-06,4.92806506539284e-07,3.168329757810811e-06
SC4052E0-PSG.edf,SC,True,5.004393094737696e-05,8.165496054554087e-05,8.165739377258055e-05,2.2965952470181625e-06,1.2866013918544243e-06,2.578915629132173e-06
SC4322E0-PSG.edf,SC,True,3.4621231066235264e-05,5.697875130106047e-05,5.7006764633710965e-05,2.1200819130322052e-06,1.9592673614236945e-06,2.512998245872165e-06
SC4351F0-PSG.edf,SC,True,0.00019596573147957435,2.9239480223784193e-05,0.00019762896723052819,2.237031344807326e-06,8.922584387881113e-07,2.37615588960959e-06
SC4671G0-PSG.edf,SC,True,2.8429427269612847e-05,4.830779724752169e-05,4.831130764353354e-05,2.6645069191930196e-06,1.4957782664688159e-06,3.013564102677863e-06
SC4602E0-PSG.edf,SC,True,4.368462435627068e-05,6.996169836209984e-05,7.013893348438546e-05,3.307978784578683e-06,1.5336868714251936e-07,3.3115221766449376e-06
SC4091E0-PSG.edf,SC,True,4.400439945129437e-05,7.238465166988177e-05,7.243592010191636e-05,3.2153452631528987e-06,1.3514217492312922e-06,3.4866568213132882e-06
SC4022E0-PSG.edf,SC,True,6.642666213682302e-05,0.00010312828969677544,0.00010312987727185924,2.74693390455268e-06,9.325831887269797e-07,2.9008142713097447e-06
SC4151E0-PSG.edf,SC,True,4.683606376347989e-05,7.186734923508087e-05,7.209941566450633e-05,2.8967030308293633e-06,5.936310638660044e-07,2.9567257945982638e-06
SC4221E0-PSG.edf,SC,True,4.9422138471577814e-05,8.216014681673698e-05,8.217070352675773e-05,2.7398740090453695e-06,7.139021034716822e-07,2.8245873134690018e-06
SC4401E0-PSG.edf,SC,True,3.244449124091789e-05,5.309621480279324e-05,5.310084467793376e-05,2.705318462920315e-06,8.875770719305569e-07,2.8470909678493447e-06
SC4472F0-PSG.edf,SC,True,3.189359261044808e-05,5.0032743337624904e-05,5.008021187626336e-05,2.574309168912558e-06,5.026434183593403e-07,2.6228804979777087e-06
SC4562F0-PSG.edf,SC,True,3.0824949892028656e-05,5.901335267446576e-05,5.908673023525455e-05,2.1431218599050425e-06,1.3876928260464376e-06,2.531604850751543e-06
SC4511E0-PSG.edf,SC,True,3.953190039088244e-05,6.366243855590646e-05,6.36627179123683e-05,2.3610499857730043e-06,1.063864641306317e-06,2.5896076093915555e-06
SC4661E0-PSG.edf,SC,True,4.2067137946430404e-05,7.16516429773678e-05,7.16627031262168e-05,3.981282869827222e-06,1.5721750168937087e-06,4.279779411540021e-06
SC4342F0-PSG.edf,SC,True,6.772795262535697e-05,0.00011085694248319924,0.00011085969230312534,2.1974696976491375e-06,1.5532091023456513e-06,2.613810677618788e-06
SC4041E0-PSG.edf,SC,True,4.310525948984012e-05,7.166141566865485e-05,7.166223832311938e-05,2.2995472601351455e-06,9.229698331670258e-07,2.4751687410784205e-06
SC4242E0-PSG.edf,SC,True,8.493345901998497e-05,0.0001377806745280318,0.00013778334781259745,2.9379319525072738e-06,1.68825475403399e-06,3.3544773144966915e-06
SC4181E0-PSG.edf,SC,True,4.4557015312312284e-05,6.970924093129472e-05,6.990679042011835e-05,2.800555294019625e-06,4.925202554274367e-07,2.8417125562645517e-06
SC4712E0-PSG.edf,SC,True,4.224332223564458e-05,6.411221473743145e-05,6.414266876211426e-05,3.3030318488440377e-06,1.2972360940772351e-06,3.5480616194108548e-06
SC4282G0-PSG.edf,SC,True,4.501774359185524e-05,7.411694282658824e-05,7.416494114853842e-05,2.58584946174341e-06,7.661951828443114e-07,2.6965052075445523e-06
SC4822G0-PSG.edf,SC,True,4.859233653525333e-05,8.143557277450776e-05,8.144668388897334e-05,2.7947325244232276e-06,1.1722449641124985e-06,2.995434132326638e-06
SC4631E0-PSG.edf,SC,True,4.0860284021175846e-05,7.112959737031039e-05,7.116718891535113e-05,3.133570583597545e-06,2.51314371102245e-07,3.1414280341460598e-06
SC4011E0-PSG.edf,SC,True,5.376266431225213e-05,8.605822384740877e-05,8.606428698317601e-05,2.459556388988899e-06,1.1231881699185743e-06,2.703754649142798e-06
SC4581G0-PSG.edf,SC,True,5.383190851689224e-05,7.9438577857515e-05,8.392806940645988e-05,2.6058577611961194e-06,1.0611886363401593e-06,2.813325915177723e-06
SC4261F0-PSG.edf,SC,True,2.7047582739694197e-05,4.635059275133061e-05,4.661324048397303e-05,3.5465266462277173e-06,1.5298130939333137e-06,3.860208569420025e-06
SC4162E0-PSG.edf,SC,True,3.8537923249839075e-05,6.876146188809642e-05,6.876353223155836e-05,2.892106385738353e-06,1.470042817143411e-06,3.1544653823785734e-06
SC4212E0-PSG.edf,SC,True,4.4136396778563034e-05,6.889776179782538e-05,6.890425844467793e-05,2.5056532087664027e-06,8.03903354827678e-07,2.630984646825878e-06
SC4742E0-PSG.edf,SC,True,3.158028337579959e-05,5.071203110113181e-05,5.115130614759082e-05,2.8445793353651067e-06,1.6033232703007533e-06,3.028142352497963e-06
SC4432E0-PSG.edf,SC,True,5.525244602325476e-05,8.857350904181257e-05,8.858311230600579e-05,2.0029438200847038e-06,2.1600784087665715e-06,2.3674671307203615e-06
SC4522E0-PSG.edf,SC,True,4.295153575544064e-05,6.737811445345017e-05,6.768237387908819e-05,2.723135981701922e-06,5.143275649967696e-07,2.767286212141109e-06
SC4652E0-PSG.edf,SC,True,3.641602376567094e-05,6.076647506321965e-05,6.07945641943581e-05,3.950140166921293e-06,1.3353640424940321e-06,4.169711144725861e-06
SC4551F0-PSG.edf,SC,True,3.635223513347325e-05,6.064216930380285e-05,6.064279862839444e-05,3.5236462376233357e-06,1.0321300209355128e-06,3.642425952005863e-06
SC4302E0-PSG.edf,SC,True,5.419523283206187e-05,8.4300813179686e-05,8.444785435226553e-05,3.440359805715512e-06,1.2256880061127508e-06,3.538336689996929e-06
SC4072E0-PSG.edf,SC,True,4.4193947218365235e-05,7.003094123333387e-05,7.021573217857643e-05,3.6718188775990487e-06,1.437053883810079e-06,3.910248136670465e-06
SC4371F0-PSG.edf,SC,True,3.313452778867396e-05,5.797041793197088e-05,5.8366148346572294e-05,3.977480473594825e-06,1.3914293083671603e-06,4.207241466354774e-06
SC4491G0-PSG.edf,SC,True,5.534841035595091e-05,9.368629068057672e-05,9.368808447931563e-05,3.982701951230123e-06,1.0517189150032263e-06,4.119220444472068e-06
SC4101E0-PSG.edf,SC,True,4.3534310498455865e-05,6.934137750159208e-05,6.934390940654302e-05,3.0814393802808477e-06,1.4411920989128048e-06,3.396549933195153e-06
SC4721E0-PSG.edf,SC,True,4.998486169771654e-05,8.43696956759099e-05,8.437214261664734e-05,2.964516025039728e-06,1.59656566859452e-06,3.1242984605941045e-06
SC4811G0-PSG.edf,SC,True,3.6905580112624916e-05,6.435305857018317e-05,6.436895274213985e-05,2.337429658984811e-06,8.897502456707841e-07,2.50101247094569e-06
SC4222E0-PSG.edf,SC,True,0.00012051506273825728,7.350886319776281e-05,0.00013498573833096113,2.403815456784166e-06,9.363856341504672e-07,2.57670274015412e-06
SC4152E0-PSG.edf,SC,True,4.949069198422366e-05,7.713628083991849e-05,7.715070137241305e-05,3.3517218800648634e-06,5.947721431604242e-07,3.4011685036818686e-06
SC4471F0-PSG.edf,SC,True,3.1743719467869244e-05,5.0775404459495776e-05,5.077814558927726e-05,2.703345045283019e-06,7.829496563787018e-07,2.812200822308836e-06
SC4402E0-PSG.edf,SC,True,3.513695979860046e-05,5.903433563548196e-05,5.904486501983272e-05,2.6047041026580994e-06,1.121743001933469e-06,2.819218194056998e-06
SC4092E0-PSG.edf,SC,True,4.620563506845383e-05,7.573942927084091e-05,7.57452499047357e-05,2.6710798342863577e-06,1.0966038892008354e-06,2.886001705748216e-06
SC4601E0-PSG.edf,SC,True,3.709182756516852e-05,5.982497386210231e-05,5.9825778376094134e-05,3.0401253968253965e-06,1.1598486508451552e-07,3.0423370814805267e-06
SC4672G0-PSG.edf,SC,True,3.9267444265679815e-05,6.370939955099408e-05,6.3729986237356e-05,2.628133337891092e-06,9.640049373696852e-07,2.7993187358565586e-06
SC4021E0-PSG.edf,SC,True,5.0349429005136586e-05,7.900348125187424e-05,7.900368872887325e-05,2.953692183350701e-06,1.0066028095235404e-06,3.1204520721134573e-06
SC4821G0-PSG.edf,SC,True,7.540742869669849e-05,0.00012305871047032504,0.00012306055747704402,2.802316795784207e-06,1.0933119560458289e-06,2.970940073242718e-06
SC4131E0-PSG.edf,SC,True,4.4453120254822135e-05,7.213025358730982e-05,7.215562811816427e-05,2.671706083401478e-06,1.3090439967768578e-06,2.975000917725623e-06
SC4241E0-PSG.edf,SC,True,6.154468981471694e-05,9.826916549092091e-05,9.827132110731879e-05,2.922644314211748e-06,1.6449376365873484e-06,3.3526581433902895e-06
SC4281G0-PSG.edf,SC,True,4.28402685097304e-05,6.991303074833768e-05,6.99168810983891e-05,3.209292237770635e-06,1.151365616168726e-06,3.409552336867155e-06
SC4711E0-PSG.edf,SC,True,3.207980427663502e-05,5.0502739988145614e-05,5.0503959056176164e-05,5.084993810853305e-06,2.15405690404079e-06,5.5192727347767455e-06
SC4182E0-PSG.edf,SC,True,4.2509244755151024e-05,6.960841345868399e-05,6.961390334887029e-05,1.949757797497924e-06,1.1217748718349399e-06,2.112446644913119e-06
SC4662E0-PSG.edf,SC,True,4.066964804146212e-05,6.836273796043277e-05,6.842913066208727e-05,3.6689429932426382e-06,8.774800360091526e-07,3.7685879951899514e-06
SC4512E0-PSG.edf,SC,True,3.8829068063314476e-05,6.345091727362255e-05,6.356063472552224e-05,2.5228062291153187e-06,1.0518633159563843e-06,2.7330375916800065e-06
SC4561F0-PSG.edf,SC,True,3.703123428466669e-05,6.623726337770048e-05,6.628073305255893e-05,3.197038794675907e-06,1.204140217753348e-06,3.416193913734351e-06
SC4042E0-PSG.edf,SC,True,4.25206882092915e-05,6.998871114469738e-05,7.022376239469083e-05,2.5456062860527566e-06,8.280935018282092e-07,2.676861724571654e-06
SC4341F0-PSG.edf,SC,True,5.8171139577104394e-05,9.91360585019356e-05,9.928091419200202e-05,1.6858868428729703e-06,1.433371455389433e-06,2.1269956356456704e-06
SC4211E0-PSG.edf,SC,True,4.4154839671908424e-05,7.33802031323317e-05,7.346862382719793e-05,2.6042298078916625e-06,1.0415617383440843e-06,2.804761464075519e-06
SC4161E0-PSG.edf,SC,True,4.880641939057808e-05,8.543362813956172e-05,8.543519162412836e-05,4.16389824705712e-06,1.2652805214643515e-06,4.33904582543517e-06
SC4262F0-PSG.edf,SC,True,2.8364978074888094e-05,4.975364751921674e-05,4.9763664654020425e-05,3.672864222752486e-06,1.3110937668529987e-06,3.898754673024367e-06
SC4431E0-PSG.edf,SC,True,5.649420615610561e-05,9.084020965950648e-05,9.085174854324478e-05,3.0121442599748024e-06,1.2100511544610099e-06,3.1463495529000437e-06
SC4741E0-PSG.edf,SC,True,3.0575623896945674e-05,5.219298449664658e-05,5.219416795660069e-05,2.409664448059335e-06,1.8014953724490102e-06,2.6907737643154955e-06
SC4632E0-PSG.edf,SC,True,2.8866949361518128e-05,5.063891487094351e-05,5.063949186497728e-05,2.8256706744114954e-06,7.909830120267472e-07,2.9334612980920225e-06
SC4582G0-PSG.edf,SC,True,3.528236334734202e-05,6.440315532981189e-05,6.442873013544729e-05,3.0943845735916155e-06,7.218219220128011e-07,3.1679341110047323e-06
SC4012E0-PSG.edf,SC,True,6.817047535993827e-05,0.00010689058427891224,0.00010695287480647996,3.987794338979773e-06,1.3916599168063034e-06,4.222555524159044e-06
SC4812G0-PSG.edf,SC,True,4.373160813455e-05,7.339150081310873e-05,7.343289866009169e-05,2.9157403301887086e-06,9.682823904767196e-07,3.070434716357637e-06
SC4102E0-PSG.edf,SC,True,4.0210102864810057e-05,6.540090284336363e-05,6.540545020827927e-05,3.1805015502097412e-06,1.1165114465470825e-06,3.3665952602544045e-06
SC4492G0-PSG.edf,SC,True,3.8602770028116575e-05,6.622160399843926e-05,6.628457185023717e-05,3.4616429486738977e-06,4.507220248335958e-07,3.489294088536185e-06
SC4722E0-PSG.edf,SC,True,3.599666245096651e-05,5.779047532238315e-05,5.781001561941263e-05,2.562848471748587e-06,1.1964121955501938e-06,2.828197620762295e-06
SC4552F0-PSG.edf,SC,True,3.746631284079046e-05,6.142202664550744e-05,6.14501865123966e-05,2.8194577379393928e-06,1.4020506572675819e-06,3.148733885664554e-06
SC4651E0-PSG.edf,SC,True,2.8398587743026213e-05,4.7930812528419056e-05,4.799837267753177e-05,2.6287617047699344e-06,1.157772298237489e-06,2.8717654103455673e-06
SC4372F0-PSG.edf,SC,True,3.571426489105572e-05,6.734033640895221e-05,6.734516295403301e-05,3.6806565109552975e-06,1.8839393028904497e-06,4.125300708036397e-06
SC4071E0-PSG.edf,SC,True,3.358932439195441e-05,5.458595115407001e-05,5.4926749485690506e-05,3.7245410568359944e-06,1.014452588017011e-06,3.860198211985833e-06
SC4301E0-PSG.edf,SC,True,6.216523096513241e-05,9.859919424059058e-05,9.862286405778529e-05,3.371705063763943e-06,1.1201933266400471e-06,3.5523689709608542e-06
SC4621E0-PSG.edf,SC,True,3.438620548733779e-05,6.0048664212852124e-05,6.008050924655701e-05,2.866619676608784e-06,1.5220665668876398e-06,3.2455880477965534e-06
SC4001E0-PSG.edf,SC,True,4.790811671801016e-05,7.333068678509721e-05,7.333573564238219e-05,2.950133089678494e-06,9.569469155298552e-07,3.1013400626440514e-06
SC4591G0-PSG.edf,SC,True,2.426347909057058e-05,4.1246493292175965e-05,4.133526570616743e-05,2.8044729533057603e-06,1.1865827626945822e-06,3.0286360183783494e-06
SC4271F0-PSG.edf,SC,True,3.922948499169318e-05,6.583827012270283e-05,6.584606569069519e-05,3.016445713480248e-06,1.5187550059279059e-06,3.3540889123938536e-06
SC4172E0-PSG.edf,SC,True,2.6829359705644895e-05,4.375269097904569e-05,4.405866064976617e-05,3.779216467927525e-06,6.900281588628152e-07,3.840574801810895e-06
SC4202E0-PSG.edf,SC,True,6.255204625829438e-05,9.504787945090244e-05,9.508624348596727e-05,3.333992559300873e-06,5.517614089308334e-07,3.379341213588668e-06
SC4451F0-PSG.edf,SC,True,3.845352089038263e-05,5.992123535898968e-05,6.0187511107720517e-05,2.9768916128817786e-06,7.37033518217697e-07,3.066285135295079e-06
SC4752E0-PSG.edf,SC,True,4.049693085086151e-05,7.784541996817429e-05,7.788793967749381e-05,1.68135828411915e-05,2.740560091721265e-06,1.7005302312084133e-05
SC4422E0-PSG.edf,SC,True,6.489019112232253e-05,0.00010046046005694058,0.00010056503922165993,2.6966735054582735e-06,8.114819581940945e-07,2.7985518378908426e-06
SC4532E0-PSG.edf,SC,True,4.691647110178448e-05,7.327130770101741e-05,7.327975371595216e-05,2.616559432065039e-06,3.54980560282783e-07,2.6393740387137406e-06
SC4642E0-PSG.edf,SC,True,3.647495383512544e-05,5.805503612323821e-05,5.852974793948896e-05,2.195258734444905e-06,9.521832258606316e-07,2.3912806046723093e-06
SC4541F0-PSG.edf,SC,True,2.656735386576116e-05,4.725429209900639e-05,4.725767496935744e-05,2.604998775496417e-06,1.4243167607164657e-06,2.9688701302696664e-06
SC4312E0-PSG.edf,SC,True,3.645119571437615e-05,5.9586998968223655e-05,5.959991114589315e-05,2.6429679773575255e-06,4.1852365811450816e-07,2.6758994723116843e-06
SC4062E0-PSG.edf,SC,True,5.987924427361934e-05,9.202210964300162e-05,9.206081435224309e-05,3.2261960076025116e-06,1.2684403727791627e-06,3.465869201507684e-06
SC4801G0-PSG.edf,SC,True,2.787772813197377e-05,4.774792507793721e-05,4.774792511725917e-05,3.790909202676156e-06,1.0184310943581753e-06,3.9247462579398935e-06
SC4481F0-PSG.edf,SC,True,5.6123851289682557e-05,8.831332568300318e-05,8.832336548054599e-05,2.781708577908497e-06,9.065211855158561e-07,2.92562592764664e-06
SC4111E0-PSG.edf,SC,True,4.555395203489416e-05,7.102287572478509e-05,7.102437842691967e-05,2.7743314587860015e-06,2.995027801427262e-07,2.786519761942414e-06
SC4441E0-PSG.edf,SC,True,4.891374208586152e-05,7.870516439199673e-05,7.881334267459694e-05,2.5790422677431057e-06,9.803094659305293e-07,2.7277045943088097e-06
SC4731E0-PSG.edf,SC,True,2.7440099266169508e-05,4.561636499003211e-05,4.5619648482656914e-05,2.1011735262187765e-06,1.1243056175818908e-06,2.373433531904281e-06
SC4382F0-PSG.edf,SC,True,3.511997889933575e-05,6.07102252251205e-05,6.0756729233458604e-05,2.0252162558398335e-06,1.9265432749549095e-06,2.370192585116302e-06
SC4612E0-PSG.edf,SC,True,3.4112504133335136e-05,5.334680999089598e-05,5.347879601143975e-05,3.7125465322505467e-06,2.2706834453314047e-07,3.719474703527758e-06
SC4081E0-PSG.edf,SC,True,6.419806047100252e-05,9.539667794626692e-05,9.542656835833458e-05,2.5758093950398388e-06,6.904929516240353e-07,2.664815621840809e-06
SC4331F0-PSG.edf,SC,True,4.296929242124685e-05,7.13886385134318e-05,7.17283023418908e-05,3.0856159218667445e-06,1.2986131928217515e-06,3.3067131442639163e-06
SC4032E0-PSG.edf,SC,True,6.352129693569808e-05,0.00010103681614810275,0.00010103686160225527,2.8744308011328937e-06,1.4502140064755898e-06,3.174437750197111e-06
SC4141E0-PSG.edf,SC,True,5.138681400539207e-05,8.140169128443483e-05,8.140285614330857e-05,2.8627251727479292e-06,1.1826487717130034e-06,3.085696934927383e-06
SC4231E0-PSG.edf,SC,True,7.393277338110629e-05,0.00011275029809740351,0.00011275477944697811,2.909893644854681e-06,7.610387118487306e-07,2.9969612727008312e-06
SC4761E0-PSG.edf,SC,True,3.4302753139923044e-05,5.3880600992825085e-05,5.3881942942037096e-05,3.128113631400419e-06,8.101268416041502e-07,3.1703903615249286e-06
SC4411E0-PSG.edf,SC,True,4.1242448755844e-05,6.863393742742051e-05,6.878829307462226e-05,5.556214860685421e-06,1.7603553203240052e-06,5.827766306432547e-06
SC4462F0-PSG.edf,SC,True,3.893188135339607e-05,6.892963747949748e-05,6.906053869367295e-05,2.746956873418522e-06,1.2464786828570949e-06,3.0164653021738573e-06
SC4572F0-PSG.edf,SC,True,3.7684502189209976e-05,6.240493038404686e-05,6.240625718167416e-05,2.5141936603936788e-06,9.478986671526042e-07,2.670967037866879e-06
SC4501E0-PSG.edf,SC,True,3.453751186093904e-05,5.544006567638323e-05,5.545851264448715e-05,2.793011769615576e-06,1.1147210116008034e-06,3.0070050090712855e-06
SC4352F0-PSG.edf,SC,True,2.4168308554756367e-05,4.544420407963936e-05,4.545243643020855e-05,2.542678805818323e-06,2.0463890097173813e-06,2.758723577351875e-06
SC4321E0-PSG.edf,SC,True,3.4229953969434094e-05,5.598858970446081e-05,5.599149773948002e-05,1.9133647784659584e-06,1.2177714596041017e-06,2.2672068012583184e-06
SC4051E0-PSG.edf,SC,True,6.166614361967804e-05,9.15570379893333e-05,9.15897283938362e-05,2.5047993566632623e-06,6.962203536712785e-07,2.589384384008445e-06
SC4252E0-PSG.edf,SC,True,4.145415647684813e-05,6.656110789336154e-05,6.656383762378935e-05,3.168537228355572e-06,1.0901919702176388e-06,3.3507957065006584e-06
SC4122E0-PSG.edf,SC,True,4.2850842568431825e-05,6.996928795087782e-05,6.998917325126041e-05,2.5232341083873087e-06,6.989448801021059e-07,2.6182486779544618e-06
SC4191E0-PSG.edf,SC,True,2.199203327637673e-05,3.771265577438411e-05,3.783600490385703e-05,1.8916375907455135e-06,1.6067262764604778e-06,2.2258721543268422e-06
SC4702E0-PSG.edf,SC,True,2.3035438897264664e-05,4.047448225718199e-05,4.0568663697069385e-05,1.4316903858365585e-06,8.391024962061177e-07,1.4977714624624473e-06
SC4771G0-PSG.edf,SC,True,3.572133586527167e-05,5.902846735753141e-05,5.910024442293908e-05,2.9045536788024134e-06,7.988278730252112e-07,3.005294890327754e-06
SC4292G0-PSG.edf,SC,True,5.532485088026514e-05,9.016042661737319e-05,9.016708510062002e-05,2.330221925191143e-06,9.768942873755075e-07,2.526640329478286e-06
