filename,study_type,has_hypnogram,EEG Fpz-Cz_delta_power,EEG Fpz-Cz_delta_rel_power,EEG Fpz-Cz_theta_power,EEG Fpz-Cz_theta_rel_power,EEG Fpz-Cz_alpha_power,EEG Fpz-Cz_alpha_rel_power,EEG Fpz-Cz_beta_power,EEG Fpz-Cz_beta_rel_power,EEG Fpz-Cz_gamma_power,EEG Fpz-Cz_gamma_rel_power,EEG Pz-Oz_delta_power,EEG Pz-Oz_delta_rel_power,EEG Pz-Oz_theta_power,EEG Pz-Oz_theta_rel_power,EEG Pz-Oz_alpha_power,EEG Pz-Oz_alpha_rel_power,EEG Pz-Oz_beta_power,EEG Pz-Oz_beta_rel_power,EEG Pz-Oz_gamma_power,EEG Pz-Oz_gamma_rel_power
ST7021J0-PSG.edf,ST,True,9.115232398979435e-11,1040.603899702642,7.375483891254825e-12,84.19924982157444,7.045667691202991e-12,80.43403562914779,1.6910766877094548e-12,19.305497862278425,3.9164430185099256e-13,4.471049886211255,7.675271833754433e-11,1140.7851730381667,4.74486474616038e-12,70.52351327397231,2.7168167719082597e-12,40.38038467411913,8.278067063472415e-13,12.303793757367874,1.558936186623387e-13,2.317066191182304
ST7222J0-PSG.edf,ST,True,2.6574653206264458e-11,761.989104077102,4.478876832753421e-12,128.4252072293065,2.556626573816694e-12,73.30750762094843,1.2579106712361023e-12,36.068738807032574,1.2030184985350516e-12,34.49478647084709,1.174458234846142e-11,466.82034381680705,2.08086895386757e-12,82.70979177130418,3.732391306301882e-12,148.35403602878742,1.6048095481845109e-12,63.78751690068658,1.4848561852140422e-12,59.019644490886314
ST7152J0-PSG.edf,ST,True,1.1528445296585685e-10,1181.7814131520163,7.184160794971374e-12,73.64486258270273,2.5732118374123447e-12,26.378005388612852,8.152343363445421e-13,8.356970617197033,9.119626184016275e-14,0.9348532644169085,2.9587132914985896e-11,1000.832163483512,5.523650858086861e-12,186.8463380521257,1.6794774867927545e-12,56.81101617579445,3.8338799509269664e-13,12.968713044442435,6.954772047409361e-14,2.3525630464916856
ST7042J0-PSG.edf,ST,True,2.115454603732308e-10,1184.7262457881127,9.895181668428977e-12,55.41636964814144,2.8050397289902605e-12,15.70917277804019,1.6303707773803292e-12,9.130628692861633,9.372988886043764e-13,5.249191315750636,7.088077176989023e-11,1134.9690097906202,3.791426191165154e-12,60.709711850356754,1.4909653421205216e-12,23.873885903391066,8.988331093003034e-13,14.392446619252855,4.2059795989507444e-13,6.734769361877209
ST7131J0-PSG.edf,ST,True,1.398539166605411e-10,1198.9220329077648,6.1800887514081395e-12,52.979886057629344,2.243575003198536e-12,19.233437060935486,8.231663138212389e-13,7.056736442950131,4.770728421016515e-13,4.089789941928568,5.904001247223424e-11,1201.430154475264,3.146542304706768e-12,64.03031857394436,1.0794878879651145e-12,21.966955047681154,2.4915790259852975e-13,5.070219413460709,1.2476404730014456e-13,2.5388763034436295
ST7241J0-PSG.edf,ST,True,1.1183133557298495e-10,1174.1874752747017,7.899849902028504e-12,82.94548897216896,1.6771639390336536e-12,17.609598249950828,5.644474824851303e-13,5.926488859214528,4.5161367812250627e-13,4.74177583409177,5.954376787277653e-11,1130.2305905674843,4.626938925528225e-12,87.82628478421137,1.3178566126207822e-12,25.014907701980405,4.215045686246198e-13,8.00079293842112,4.1927031611062885e-13,7.958383453288093
ST7182J0-PSG.edf,ST,True,5.981812546492144e-11,989.6984878332391,7.1801523788800365e-12,118.79653360179296,3.5507808475164916e-12,58.748120374903735,1.519072535863366e-12,25.133248157945292,4.2272912473619634e-13,6.994107091500642,1.882456402886397e-11,871.2973486185573,4.395852675957091e-12,203.46260214082326,1.8904677307399206e-12,87.5005401940263,5.414043494538677e-13,25.058969412859096,1.4269575972481429e-13,6.604691450846022
ST7012J0-PSG.edf,ST,True,7.742115394361263e-11,1122.4843116267757,4.4780157724100445e-12,64.92414793259779,2.426961729200424e-12,35.18710749170925,9.20205263005527e-13,13.3415212585489,4.858945801634912e-13,7.044703101883883,1.0766582887901843e-11,783.5169192572309,1.7727533357096554e-12,129.00864152162669,9.521309668137677e-13,69.2894606965416,5.075856971381212e-13,36.93855198268923,4.1080487075685084e-13,29.895517463851352
ST7211J0-PSG.edf,ST,True,2.350549084941616e-10,898.975033517757,1.851372887653568e-11,70.80634964802586,1.6490620520014422e-11,63.06890687661091,8.899522287136498e-12,34.03650831043708,6.232284131074894e-12,23.83557046954584,8.659800960353203e-11,658.7190471425629,1.1424813738029126e-11,86.9043347964993,1.2479633039700999e-11,94.92795529870239,6.779363107366782e-12,51.56810909122732,5.527444721158886e-12,42.04522871281404
ST7161J0-PSG.edf,ST,True,6.543320154242822e-11,1057.0401867040628,4.601441788261342e-12,74.33395848463549,2.2433390408809835e-12,36.24000450407045,7.7278997200697e-13,12.484030080105434,1.124424976033124e-12,18.164515239714763,3.8751857642813325e-11,1062.4426403730959,3.02285406032885e-12,82.87626051170535,1.853000850754665e-12,50.80290949237845,6.341451241712989e-13,17.386078012423432,2.985857578885109e-13,8.186194424867862
ST7071J0-PSG.edf,ST,True,1.7009790101309554e-10,1174.3909455241767,1.0574252351305693e-11,73.0068163281161,3.4304003825098454e-12,23.684190838028492,9.576634546248685e-13,6.6119057511724515,6.481775928755382e-13,4.475151613458673,6.883564253876115e-11,1125.7415926110123,4.647441847278002e-12,76.00449990389471,2.772442271241605e-12,45.34066165057093,6.251179625453292e-13,10.223210894403529,3.3071427357653016e-13,5.408518019216523
ST7102J0-PSG.edf,ST,True,2.195641669607082e-10,1175.0513012288498,1.1768238588623807e-11,62.980604978264,5.214375552582617e-12,27.9060051691157,1.847302581643221e-12,9.886291248570311,4.3448990997010687e-13,2.32527894304604,1.3383514484069156e-10,1229.5257682459574,5.104342329714901e-12,46.89291763985843,2.0381881655873527e-12,18.724565009486778,5.738072711231392e-13,5.271491480751092,1.0210353713675115e-13,0.9380116866024
ST7151J0-PSG.edf,ST,True,9.810813852543126e-11,1058.8577217074385,7.296126731551161e-12,78.74535430367389,2.2791034631946603e-12,24.59781967984519,1.304208447805092e-12,14.076010476098514,1.6643353664874963e-12,17.962774350868447,2.920290359202035e-11,841.0706121144314,4.992008576530393e-12,143.77446050570734,1.7751203125814573e-12,51.125105528465575,9.263373228219247e-13,26.67937099731315,1.0028263884411237e-12,28.882326776613787
ST7221J0-PSG.edf,ST,True,4.941608464448943e-11,981.8056546933869,5.657866812198486e-12,112.4112861162903,2.5657849356309426e-12,50.97737258329068,1.0648607009690574e-12,21.156800770308912,7.161075076817918e-13,14.22772373546948,2.4409385211271425e-11,843.2895483720283,3.6123314874702997e-12,124.79795628905211,1.615565881196732e-12,55.81418010030605,8.421933529695538e-13,29.09589267081037,8.378773256852787e-13,28.946783601990518
ST7091J0-PSG.edf,ST,True,4.098265771100557e-11,1061.4273090455401,2.9860500115735155e-12,77.33698118872225,1.5263522559267466e-12,39.53164724182462,8.361115220395681e-13,21.654808459679423,3.0650126358747647e-13,7.938206783044928,1.944385741924431e-11,1037.5529140749868,1.4181662438253684e-12,75.67544274766527,1.1262873578717097e-12,60.10035483437666,4.337159213359432e-13,23.14372134911053,1.2883575932344031e-13,6.874866166771884
ST7022J0-PSG.edf,ST,True,1.2659431997141278e-10,1131.3620267882156,8.974924365939018e-12,80.2080900881859,4.500267255482229e-12,40.21848282293194,1.2161604971251881e-12,10.86871674209414,4.389237399341701e-13,3.9226219006470684,1.1448303879563807e-10,1203.5472841753617,5.677969422071612e-12,59.69185260502893,2.4041890045287944e-12,25.274968043171338,5.713184036955106e-13,6.006205988247522,1.2704105041398028e-13,1.3355682449823023
ST7242J0-PSG.edf,ST,True,1.3384572473070322e-10,1205.8563797436393,7.916048933159004e-12,71.31806509037432,2.0367334245843174e-12,18.349543840967524,5.564428011898927e-13,5.013160510933627,1.7829082468227034e-13,1.6062756492628756,7.186005756690305e-11,1214.124573315272,3.791838828248464e-12,64.06569734711466,1.1563577235858526e-12,19.537450640661923,2.5241251998947933e-13,4.2646812917779675,8.192391220151278e-14,1.3841602458135382
ST7132J0-PSG.edf,ST,True,1.7212926637096807e-10,1181.650896648552,8.320722571101216e-12,57.12096201999457,2.2010843955710325e-12,15.110233166393867,1.2003784777162062e-12,8.24048306494273,9.22117555322371e-13,6.330248533760262,7.200095959789133e-11,1169.3401762462704,3.956952455558745e-12,64.26335853885877,1.492465917480578e-12,24.238570829261583,5.060970086781318e-13,8.219328862149341,3.1186955048594357e-13,5.064954650156617
ST7181J0-PSG.edf,ST,True,4.651768284761809e-11,908.4520838652649,5.560066224898998e-12,108.58352005590082,3.810632338851267e-12,74.41851522170262,2.066445885446864e-12,40.35598843086249,3.66791444354295e-13,7.163135211595597,1.676844712447757e-11,825.974419828788,3.662536316346523e-12,180.40795826467664,1.9751792338611622e-12,97.2927015623799,7.351218800444853e-13,36.21038154969339,1.541417475269682e-13,7.592661356168944
ST7041J0-PSG.edf,ST,True,1.898043566249739e-10,1198.4937750545503,8.995781633798912e-12,56.80263868316005,2.8252088313457427e-12,17.839396617682766,1.1028389263490865e-12,6.96372628963835,6.073351852596812e-13,3.8349353610651353,2.250787581442695e-08,1022.5467621351451,2.7600819159431127e-09,125.39223379606396,1.138702742996026e-09,51.73197206546965,3.9458918059643754e-10,17.926431277616324,1.519027558714515e-10,6.901036439706906
ST7162J0-PSG.edf,ST,True,6.156638010735091e-11,1171.3543474656744,3.842536596846129e-12,73.10762692501169,1.4341586627906448e-12,27.286125669337547,4.410423019608894e-13,8.391216389811321,1.3089532373998159e-13,2.4903982702638654,2.6415480816628146e-11,1104.8708462146856,2.6895356720175314e-12,112.49424435977036,8.387528405067136e-13,35.082214368487726,2.3854344910141466e-13,9.977471328166889,8.968178771180659e-14,3.751087983861944
ST7212J0-PSG.edf,ST,True,2.318669371292311e-10,1150.5218753895929,1.3344218137250915e-11,66.2139029693606,7.44222588617142e-12,36.928264933515024,2.5794435700411255e-12,12.799178228723877,4.1155213707269954e-13,2.0421183909527034,9.307745324795129e-11,1157.5460262141933,4.126051526352146e-12,51.31312022000408,3.4688084727009334e-12,43.139399748901816,8.684065097315831e-13,10.799828201148777,3.0265764088795886e-13,3.763963637680755
ST7011J0-PSG.edf,ST,True,1.562965502650604e-10,1215.792661144532,6.3391462710071644e-12,49.31066937268886,2.2511368862874694e-12,17.511043595898787,8.079710137082065e-13,6.285009024306926,3.0809681470672117e-13,2.396609813890275,4.1118804363044896e-11,1145.6330893949096,2.218362735689481e-12,61.80699545268315,9.829205089245303e-13,27.38567613315301,3.3911827086527267e-13,9.448356253053095,2.9058841863322104e-13,8.096239979204155
ST7101J0-PSG.edf,ST,True,1.9936989786015585e-10,1131.438647762573,1.6217641274614792e-11,92.03629189056107,5.250258159876037e-12,29.795596309034067,1.7899142385395778e-12,10.157893279780469,7.760991775635509e-13,4.40441918974188,9.98467616044181e-11,1158.3911129197559,6.128111529998712e-12,71.09644640710596,2.8666388860678532e-12,33.25785389742929,8.054261643248623e-13,9.344304170458777,2.6269835350086386e-13,3.047744695813829
ST7072J0-PSG.edf,ST,True,1.295048331750306e-10,1142.8510928127487,9.704137386307216e-12,85.6368348952443,3.078029383267349e-12,27.16291861958927,1.039825693121281e-12,9.176228412358242,5.981066369361059e-13,5.27815686011616,5.540960503701249e-11,1107.0163999556457,3.645863598935853e-12,72.8399127430581,2.2658111742203054e-12,45.26814669386562,6.633421787918234e-13,13.252768544629411,3.4016524938291134e-13,6.796087239935112
ST7201J0-PSG.edf,ST,True,1.4032521166616973e-10,1178.8354670662736,7.55986568800662e-12,63.50845791332655,2.8083431188827852e-12,23.592157338813212,1.1066437843388226e-12,9.296625509395557,3.6387114347138887e-13,3.056786476734356,2.6845861577460758e-11,1113.2819544060117,2.3727112215512132e-12,98.39492684367251,1.0198389714663152e-12,42.29211716887746,2.8110885440191887e-13,11.657417435697148,6.024994378902318e-14,2.4985294281115946
ST7171J0-PSG.edf,ST,True,1.4091227965938758e-10,1187.7640852651018,6.860432787956107e-12,57.82729294143911,2.4510619146111323e-12,20.660252747122957,8.592420533255559e-13,7.24263956240343,5.714859676934264e-13,4.817113947059781,6.687745165583308e-11,1156.8239670991481,4.05753886308052e-12,70.185960858728,1.883523028851785e-12,32.580556352118116,5.275553998535467e-13,9.12547825033533,2.267854114204479e-13,3.9228587935696653
ST7061J0-PSG.edf,ST,True,1.5996251469685262e-10,1074.325826516308,1.615401240927424e-11,108.492122457798,3.550925035389156e-12,23.848402738425854,2.208574115385356e-12,14.833026452669177,1.424039469706139e-12,9.564005562073067,2.838410577803732e-09,1175.0416628143919,1.640894891706607e-10,67.92956160508984,6.24423414330024e-11,25.849802449733055,1.98738595004131e-11,8.227355512455313,8.6687977896871e-12,3.588698072453421
ST7112J0-PSG.edf,ST,True,2.1417808975843583e-10,1170.4051268051562,1.1639254571189983e-11,63.604280146842385,3.81007429546264e-12,20.820666081892618,1.690556945161895e-12,9.238276977842046,9.325510352015552e-13,5.096051205977134,8.179225834335237e-11,1120.1663256395357,5.277005219347732e-12,72.26996376751622,2.275430405678723e-12,31.162613288874553,9.317486397293797e-13,12.760540805756126,5.415714518575837e-13,7.416962382331427
ST7082J0-PSG.edf,ST,True,1.3309830119390701e-10,1127.0878525247754,8.277126196488397e-12,70.09141593990333,4.037824756313904e-12,34.19264703337586,1.3831680024283144e-12,11.712785509311052,8.012618654736514e-13,6.785154334547096,4.18030396979863e-11,1031.7122020564345,3.765392095143543e-12,92.93106429945983,3.273596023619104e-12,80.79338216962121,6.850235901756768e-13,16.906598223162153,2.4574342197615633e-13,6.065025147922844
ST7142J0-PSG.edf,ST,True,1.5017199003307857e-10,1179.0320883488455,5.8474731915411216e-12,45.90975006103327,2.7337302424444673e-12,21.463094922173752,1.6491598557477718e-12,12.947903189636618,4.2785138681744274e-13,3.3591518231276236,5.822082133448812e-11,1101.6885364604836,3.2443959248816084e-12,61.392363011269815,1.6282505283611557e-12,30.810711708709736,7.850170101602895e-13,14.854552395463516,5.973328062488702e-13,11.303081784356921
ST7052J0-PSG.edf,ST,True,1.4288005159001967e-10,1177.2091554196122,6.951165766017454e-12,57.271647718013,2.769342565450168e-12,22.817008996439192,1.2622471719074334e-12,10.399834760948096,4.4881292336624216e-13,3.6978337883962995,4.425339688778815e-11,1061.1339437402457,3.4114413506851303e-12,81.80154448866753,1.7598945206756325e-12,42.19978452787929,8.67353780849712e-13,20.797918415728418,2.981308817748719e-13,7.148757396651428
ST7121J0-PSG.edf,ST,True,1.6806914014620434e-10,1143.622564757256,1.1804612417761076e-11,80.32421131816064,5.2600987584157835e-12,35.79221996223065,1.657249627524853e-12,11.276716640688912,3.658867964277996e-13,2.489668217363258,5.0145737487224875e-11,1126.7860667526702,3.228775100060107e-12,72.55130700495808,1.5392062068312245e-12,34.58631171110998,6.289866969230982e-13,14.133473387369932,1.9755656052690396e-13,4.439140611981357
ST7192J0-PSG.edf,ST,True,1.420951070264639e-10,1162.3774009403962,1.0586324512359652e-11,86.59907177448744,4.254192267264489e-12,34.800473107090674,8.766537925794051e-13,7.1712712581525455,1.7505496247337902e-13,1.431998163480947,7.365723063953241e-11,1098.001021446415,7.0095707950813915e-12,104.49097564590689,3.6447199624878906e-12,54.33147848420449,5.703631712411398e-13,8.502347144749557,3.0050088266736654e-13,4.479536811926117
