filename,study_type,has_hypnogram,EEG Fpz-Cz_delta_power,EEG Fpz-Cz_delta_rel_power,EEG Fpz-Cz_theta_power,EEG Fpz-Cz_theta_rel_power,EEG Fpz-Cz_alpha_power,EEG Fpz-Cz_alpha_rel_power,EEG Fpz-Cz_beta_power,EEG Fpz-Cz_beta_rel_power,EEG Fpz-Cz_gamma_power,EEG Fpz-Cz_gamma_rel_power,EEG Pz-Oz_delta_power,EEG Pz-Oz_delta_rel_power,EEG Pz-Oz_theta_power,EEG Pz-Oz_theta_rel_power,EEG Pz-Oz_alpha_power,EEG Pz-Oz_alpha_rel_power,EEG Pz-Oz_beta_power,EEG Pz-Oz_beta_rel_power,EEG Pz-Oz_gamma_power,EEG Pz-Oz_gamma_rel_power
SC4762E0-PSG.edf,SC,True,1.622696160362443e-10,753.0268384347212,7.927714683484855e-12,36.78927743801228,2.1910403899862623e-12,10.16772121643285,1.2152838927675904e-12,5.639634886219333,2.0048660552084442e-11,93.03762367327582,1.9527634607554583e-11,632.9440736968625,2.0571273455185186e-12,66.67712645964741,1.566905035955131e-12,50.7876799461359,1.0273547356990371e-12,33.2993782715265,2.3601595971610007e-12,76.4992309628689
SC4082E0-PSG.edf,SC,True,2.51670378662526e-10,1209.9084161534233,1.3480507123742609e-11,64.80770247857923,3.2277145213790346e-12,15.517276944196082,1.0733604045308546e-12,5.160193241291836,5.404549564346022e-13,2.5982437973715475,3.381308768296941e-11,1023.6433735357663,3.603500581468075e-12,109.09088002661045,2.1983023383362923e-12,66.55049200962264,5.069742003045999e-13,15.347926387591695,2.9046658140729025e-13,8.793464651289973
SC4611E0-PSG.edf,SC,True,8.435871670522752e-11,558.8552173841429,1.0719916692003081e-11,71.01674382012074,6.462048207282159e-12,42.80943922187112,6.316889146573881e-12,41.84779706329172,1.264854361573933e-11,83.79341066397213,6.672723060478636e-12,531.3947388363388,1.2468305300304995e-12,99.29367334348888,7.705411031534073e-13,61.363477033542345,4.1144343741946826e-13,32.766065066959456,1.1005813953189004e-12,87.6468508932348
SC4381F0-PSG.edf,SC,True,2.7812335118107526e-11,1054.9572086105973,2.591865682447793e-12,98.31275848781658,7.71984602633884e-13,29.282356840104818,4.0012549021552026e-13,15.177268232212885,3.588704882627232e-13,13.612413590683275,4.49599769581102e-12,679.275915971964,8.052678520364057e-13,121.6635538546765,4.5055076173133895e-13,68.07127184519479,2.7354923397777685e-13,41.32907066362825,3.1219556123393427e-13,47.16793472050655
SC4031E0-PSG.edf,SC,True,4.79586744001149e-11,1016.0085425708621,5.1479966433686e-12,109.06074098612054,1.3911091076871217e-12,29.47076320889425,8.204592101663663e-13,17.3814972325001,8.002723628265017e-13,16.953837177224944,4.896162977551196e-11,594.1332850903872,1.0880829772053149e-11,132.03529307785647,9.430300327165685e-12,114.43359501015131,4.490105907331773e-12,54.48595942084089,3.3009943138694477e-12,40.05648105988597
SC4332F0-PSG.edf,SC,True,9.524339027301405e-11,787.1642035511752,9.9889335115851e-12,82.55618441797935,5.460001888237709e-12,45.12563050750942,4.485703616604565e-12,37.07328460914328,5.251571236183307e-12,43.40300022576752,1.0539529008484196e-11,741.2650085780944,1.2090177532284168e-12,85.03250519985271,9.906544986351417e-13,69.67460451388037,5.470344276473274e-13,38.47396590265926,6.399480265557126e-13,45.00875504137725
SC4121E0-PSG.edf,SC,True,1.081805655728047e-10,1153.6940331649207,8.520006321233045e-12,90.86179576976609,2.101315815381831e-12,22.40952896820991,6.349659840318044e-13,6.7716087742874675,5.718224779339364e-13,6.098213457554753,1.0126068610828597e-11,972.3241054066175,1.1459286113332023e-12,110.03421512302289,6.755325033902818e-13,64.86589833389455,1.903243774748786e-13,18.27530379040063,1.6918266662150373e-13,16.245237050551534
SC4251E0-PSG.edf,SC,True,8.522221940070654e-11,1035.9308230538206,7.928461275406165e-12,96.37553999812589,2.122811295526946e-12,25.80413497826536,1.2623709430045854e-12,15.344929751678421,1.4754161582553732e-12,17.93463120200931,1.6635998255261336e-11,781.777250840037,2.362942327845079e-12,111.04200232601336,1.3725514392468221e-12,64.50045704179838,7.758229549639928e-13,36.45833135853598,7.492407595593029e-13,35.20915139795268
SC4772G0-PSG.edf,SC,True,6.681091586671992e-11,530.7172522718361,1.0799586107937297e-11,85.78727877808636,8.422272014459813e-12,66.90291554028266,7.64979827514941e-12,60.76671556366805,8.118499171438353e-12,64.4898744006467,9.733641341195263e-12,754.4757254518834,2.916583144008161e-12,226.07070738298623,2.2967653073461985e-12,178.02727784091041,2.303623412006549e-13,17.8558864459676,1.8891229862570153e-13,14.643003430708571
SC4291G0-PSG.edf,SC,True,1.8493694776461452e-10,1100.7968152040298,1.2499228209404765e-11,74.39892769796094,4.062954170375713e-12,24.1838478742606,1.2260677011015099e-12,7.297900375834517,2.910017575281311e-12,17.32124444453679,3.667040786014811e-11,850.623186265638,3.881309084547387e-12,90.03258193829453,2.659725306880169e-12,61.69617812155479,1.0827939134168757e-12,25.116972034026947,1.5897628049705496e-12,36.876849249344154
SC4701E0-PSG.edf,SC,True,2.1593945600962605e-11,669.7412862405213,2.4572435381934853e-12,76.21198452044597,1.5106997616787598e-12,46.85470734282479,1.5371673956774897e-12,47.675607217522185,1.810902614095121e-12,56.16556920317163,8.91275854765689e-12,681.2446360213288,1.110689207560871e-12,84.89527242231225,7.691426430266579e-13,58.78923984033294,5.817826421987183e-13,44.46842155646494,6.89944895059974e-13,52.73577831113484
SC4192E0-PSG.edf,SC,True,8.741806734214003e-11,953.1679335338349,8.405106674352222e-12,91.64556485295121,3.4045645545313826e-12,37.121865761734846,2.3693151134503952e-12,25.833963838838525,2.0546353239634384e-12,22.40283462505463,1.3330262277824036e-11,956.4385692216914,1.3362981610218161e-12,95.87861623004102,6.761314597441749e-13,48.512039184652316,3.481646412348055e-13,24.98061061185345,2.6864567514936825e-13,19.275171021571165
SC4502E0-PSG.edf,SC,True,1.218048550158027e-10,1051.8575684771831,1.0543457756115775e-11,91.04904592884262,4.067098563804121e-12,35.12182174942884,1.764540354668942e-12,15.237858348923286,1.6951713260971152e-12,14.6388154149473,1.6013296328124782e-11,712.5985124565682,3.1453076968963823e-12,139.96753323611452,3.062938735403726e-12,136.30207933895727,8.734462264430799e-13,38.868729393395846,6.088343409306214e-13,27.093387694177633
SC4571F0-PSG.edf,SC,True,5.800850955777249e-11,650.7772366851601,5.186593587016252e-12,58.18658448732983,2.6220588279645515e-12,29.415963476690727,2.120554631328746e-12,23.78976280784539,7.847624471654061e-12,88.03976187527441,1.0210370328775741e-11,656.7472438701918,1.3417469923771917e-12,86.30329859157004,1.254334498829529e-12,80.68078810774789,5.48650343208661e-13,35.29006188298824,9.474893851278894e-13,60.944022816223885
SC4052E0-PSG.edf,SC,True,1.9251413375187891e-10,1146.9295324984082,1.7295472946284415e-11,103.04016808546268,3.684462960471794e-12,21.950696805503362,1.0261089017116069e-12,6.113185458109577,9.09771153974915e-13,5.420087263067264,4.207875277265155e-11,844.5958322486563,6.626877973226235e-12,133.01329407855,4.661980280040677e-12,93.57428286484031,1.1551859280391606e-12,23.186647797419752,1.262116609225253e-12,25.33293783023606
SC4322E0-PSG.edf,SC,True,4.563421746328218e-11,927.2232229071171,4.730642790677653e-12,96.1200191133719,2.2012175903182997e-12,44.72565066020909,1.1677269205615552e-12,23.726571396336013,1.3230492662872108e-12,26.882503370169346,1.0914988143218392e-11,1023.0724775238691,8.484391821480918e-13,79.52503151804898,6.105216819919724e-13,57.22479232976932,1.8403928772495058e-13,17.250181821908562,1.5804998886444922e-13,14.814179507894012
SC4351F0-PSG.edf,SC,True,3.186283579729474e-11,1101.076924874349,2.355462213561159e-12,81.39718345426897,1.0732894614687397e-12,37.0894250358715,3.4732780804386424e-13,12.002529757152255,2.677954622906903e-13,9.254148186627283,4.611816059545064e-12,1048.8454036268024,4.1888243097187856e-13,95.26462172652556,3.379082446290439e-13,76.84901233067288,6.311314647011992e-14,14.353550256325786,2.581625479635588e-14,5.871279303513097
SC4671G0-PSG.edf,SC,True,6.70199354155489e-11,893.7188989469341,6.86590768916505e-12,91.55770476627848,2.723853345457745e-12,36.322911947041916,1.8614727511557455e-12,24.82296300746156,2.591566506307148e-12,34.55885103743662,2.1516228828056614e-11,1034.795595921015,1.924763375697554e-12,92.56904080536276,1.3253939513304505e-12,63.74313243539621,3.17628574074167e-13,15.275941347213633,2.2220082494229125e-13,10.686465407008193
SC4602E0-PSG.edf,SC,True,5.76865480692973e-11,963.8213332461501,5.519362702985957e-12,92.21698467154962,3.079140386450396e-12,51.44598336783158,1.3716851724631615e-12,22.91798479828027,1.1963727508009433e-12,19.988881608085713,1.7868380005269513e-11,571.0039047351747,7.040963745375382e-12,225.0018071320676,6.633825815843076e-12,211.99126294954058,1.1319774927358709e-12,36.17359650029258,7.387783659073192e-13,23.608482220690725
SC4091E0-PSG.edf,SC,True,1.3177767730440694e-10,1090.9670449416901,9.357699375700476e-12,77.47094837449558,2.513347280264851e-12,20.807614091791862,1.6589008611358477e-12,13.733784107788921,1.6548729011878779e-12,13.700437249265764,2.460985401225193e-11,647.0146582789981,3.2328772829070125e-12,84.99518076851092,2.5910897260046786e-12,68.12202269897716,1.8499321753007395e-12,48.63634029058615,2.0331215789660384e-12,53.45255047020887
SC4022E0-PSG.edf,SC,True,1.2455945611561175e-10,1262.7023971174617,4.397067395124423e-12,44.57459684921308,6.662483072206068e-13,6.753990109125644,1.9037472352057066e-13,1.929894583971851,1.0893037415837427e-13,1.1042649739977606,1.5637058043877086e-11,980.7377713375926,8.817284805920758e-13,55.30096662392049,5.394780796958551e-13,33.83542659250846,3.9094683945312237e-13,24.519723017007216,4.085816852011967e-13,25.625759668423292
SC4151E0-PSG.edf,SC,True,8.861323172967357e-11,1148.6666995294675,4.692934550352496e-12,60.83310060856376,1.2768088768062467e-12,16.55088985948623,7.666017078811078e-13,9.937227617786702,7.770899371581463e-13,10.073183382771287,1.7109811784704837e-11,1111.5470720700555,9.531268447905647e-13,61.92033945022143,4.293688023073309e-13,27.89414875209707,2.276119936095704e-13,14.78692157741411,1.5272296016554154e-13,9.921719849755082
SC4221E0-PSG.edf,SC,True,1.1605126683461411e-10,954.3955427219814,1.0537637719639528e-11,86.66061771454363,4.0299605462943216e-12,33.142045646170914,3.006479414145829e-12,24.72502567537969,3.036399072308085e-12,24.971082346441424,1.3820272500638653e-12,1172.7409435587958,4.997851424490789e-14,42.41005374570687,1.687508041670124e-14,14.319614703399116,1.2354086934681096e-14,10.483254630410352,1.179715143515495e-14,10.010658259256672
SC4401E0-PSG.edf,SC,True,5.285347059425058e-11,1131.3309127869181,3.714181100707538e-12,79.50221333954313,1.9874197547331924e-12,42.54080914523029,4.0895973650250945e-13,8.753801534478812,2.7537120141599195e-13,5.894332938792357,7.2224858524796386e-12,590.9781274469901,2.6446631999032772e-12,216.39891548838585,1.4821453847586833e-12,121.27618135633513,4.968445782411572e-13,40.6541853426187,4.410860153316584e-13,36.091754654564454
SC4472F0-PSG.edf,SC,True,1.2414895005937718e-10,957.6667655617641,6.675647266816438e-12,51.49496248647857,2.7880614036461145e-12,21.506696152809663,9.77697924417459e-13,7.541818183122018,6.237821786598223e-12,48.11764104058177,2.0705273468312195e-11,839.181243713006,1.8804224518993177e-12,76.21320502266047,8.613112639498233e-13,34.90880035038499,2.294176932256463e-13,9.298260437154243,1.5013064134455409e-12,60.84769588567238
SC4562F0-PSG.edf,SC,True,7.006713931597567e-11,1158.0605134830853,4.546399493244658e-12,75.14229613261374,9.643049304299135e-13,15.937905754250162,4.498429904264135e-13,7.434946104060519,5.041470873874949e-13,8.332477115386489,9.225483563218161e-12,1030.4412320189053,9.065961665818665e-13,101.26234190702486,4.487852561869236e-13,50.12711031657364,1.2459249940955597e-13,13.91637063923319,1.2293621201623873e-13,13.731371467054093
SC4511E0-PSG.edf,SC,True,7.473865859341998e-11,978.3530770529502,4.176991552777576e-12,54.678162752628054,1.7789330624038933e-12,23.28680589441706,1.8085199821479486e-12,23.67410818906466,2.2420131343601527e-12,29.348672963572557,5.153944298691885e-12,761.4524016685252,6.194166808335337e-13,91.51366253103491,3.742558488305779e-13,55.29318875310039,1.9781525242936008e-13,29.225558197676328,3.4535051201195453e-13,51.02266566126862
SC4661E0-PSG.edf,SC,True,1.0168740852695897e-10,813.2416211562953,1.4597712333793793e-11,116.74471220653042,7.025642855013551e-12,56.18734185326014,4.186277172857357e-12,33.4796105435368,4.151532191070317e-12,33.20173872317227,1.1488262623942606e-11,494.015091165803,2.2169992701089747e-12,95.33478928788071,2.027966957381682e-12,87.20607407113127,1.3970850320477862e-12,60.07706404927272,1.532138894139106e-12,65.88461286472975
SC4342F0-PSG.edf,SC,True,8.693442307672448e-11,1232.7802795905716,4.617299344170249e-12,65.47596883959248,6.833036946994778e-13,9.689640650786398,1.8374113317748373e-13,2.6055552854007775,1.3561702468511377e-13,1.9231276598109475,5.101237816729137e-12,731.0542344963233,5.291255533445846e-13,75.82855186327964,3.795649241895703e-13,54.39513997663029,2.654965619424429e-13,38.048095937759754,3.646704379631724e-13,52.260623293101695
SC4041E0-PSG.edf,SC,True,1.3655369188056527e-10,1136.348704342801,1.2088569704663685e-11,100.59655167190162,2.6449770769159165e-12,22.010509075057673,9.572751714744397e-13,7.966085616754613,7.103238425100311e-13,5.911049104450858,1.3167455863688207e-11,724.3187178389237,1.73980346431605e-12,95.70354574267353,1.1232273329048765e-12,61.78677111459948,7.451536967877626e-13,40.98960162370106,8.225098682358849e-13,45.24482932298251
SC4242E0-PSG.edf,SC,True,2.0123534188081344e-10,1020.9893719163194,2.4380954608137773e-11,123.6994222755672,5.929892943641019e-12,30.085956152000875,3.137864991974549e-12,15.920298976169835,2.8655857832269535e-12,14.538860826554306,2.1847066424251957e-11,637.5623227526095,2.636924683638412e-12,76.95329860662335,2.2000284497503904e-12,64.20336814592298,1.892847338866148e-12,55.2389104581998,1.7796095979029262e-12,51.93429666018311
SC4181E0-PSG.edf,SC,True,1.2074179217020569e-10,1186.0711786863026,7.659613062528572e-12,75.24193678148869,1.640732075623195e-12,16.11724484012611,5.389653125866346e-13,5.29436587018296,4.821249275304081e-13,4.736011208645497,1.299601212872091e-11,703.3559639002008,1.7813578889304093e-12,96.40870465570967,9.42232244287567e-13,50.99446367352365,7.740278714210035e-13,41.891090451184674,9.248490219121357e-13,50.053667911834374
SC4712E0-PSG.edf,SC,True,5.3956862610314127e-11,1148.205497058849,2.3477179057353242e-12,49.95958761311482,8.255762186054472e-13,17.568314883130927,4.848599808572252e-13,10.317851490825833,5.367435546302044e-13,11.421937268448591,9.013694577982766e-12,600.1458802218018,1.2888539108767052e-12,85.81390883931178,9.897095043939801e-13,65.89640646680719,6.986136855643913e-13,46.514791646276294,9.67118958908543e-13,64.3922926222839
SC4282G0-PSG.edf,SC,True,1.3022412474753645e-10,1114.8549433019043,6.189608301854288e-12,52.98953189973581,1.9020704456422837e-12,16.283715808755105,6.508227614968152e-13,5.571724703658236,2.590346709904485e-12,22.176081736018503,4.246034879414029e-11,871.2390933412532,2.965404753367535e-12,60.84680465626129,2.3234787533945358e-12,47.67519768430361,1.6036797515319154e-12,32.90572339639401,1.6823129195695132e-12,34.51918847553819
SC4822G0-PSG.edf,SC,True,2.1378879060191447e-10,1081.5279587062796,2.09838748158881e-11,106.15452396488901,6.985096025961295e-12,35.33663586877325,2.232341202049051e-12,11.293105763826759,1.894542121974489e-12,9.584226881555612,1.82619906576173e-11,597.2730157014574,5.208398854072956e-12,170.34485171257066,3.674814453004102e-12,120.18774686940033,1.305625806962624e-12,42.70153663543492,1.275079757532633e-12,41.70250364922502
SC4631E0-PSG.edf,SC,True,8.889009889216562e-11,810.4166226776023,7.480029453029936e-12,68.19589900791286,4.22636706864024e-12,38.53205439807578,4.019329756269178e-12,36.64448219879688,4.777402845298852e-12,43.555882233343944,9.248473024159438e-12,546.847454255589,1.9604426410475494e-12,115.91784553736015,2.0963477154398144e-12,123.95369575368072,9.153633917614384e-13,54.12397691985468,8.465544843226057e-13,50.05541600555672
SC4011E0-PSG.edf,SC,True,1.5218210040002042e-10,1246.69037902741,7.355021615443307e-12,60.253043304103194,1.1036160630062788e-12,9.040928757544282,2.452189315280624e-13,2.008857033040238,1.0008388900863259e-13,0.8198968288302889,1.4130485095791317e-11,602.2142566222036,2.611033521471754e-12,111.27725626469096,1.965168639438541e-12,83.75172991684714,1.1480409147979277e-12,48.927308679786805,1.2553094636353881e-12,53.49888912866566
